ticket,time,dttn,ebit,interest,dna,capex,wc,debt,equity,value,TA
DHT,2019-12-31,550658082201,30824606182,3687883910,3802455852.0,6268209231.0,324074747827,162152434396,312146627850,474299062246,735796861300
DIG,2019-12-31,1012743891731,416001278688,12986705617,0.0,8779388383.0,3655155752184,1277465423001,4062908236986,5340373659987,8166026670409
DNP,2019-12-31,873041572474,70112763766,51757428695,86467011954.0,79191298775.0,982585991537,4555159587464,2053324077884,6608483665348,7525791630181
DPM,2019-12-31,2346473384893,316539037485,26533099946,141109935864.0,3906233724.0,48459243264,1240896293242,8161435444588,9402331737830,11440396263594
DPR,2019-12-31,436206855844,102972903273,4853912617,26788127668.0,-104474489697.0,-174365001780,281032101999,2287885680017,2568917782016,3746036343733
DVP,2019-12-31,165491759425,63358441407,0,17587208480.0,-1878470000.0,-34086300979,0,1171146144816,1171146144816,1278622401224
DXG,2019-12-31,2070459424635,741555072410,51153871674,5093367435.0,35785941900.0,9753757962282,4399731006831,9227821368084,13627552374915,19880517214813
ELC,2019-12-31,618269502305,31861517614,307889620,3878508827.0,-959916139.0,539964768197,69047390755,823964762635,893012153390,1414059971936
FPT,2019-12-31,8409062611758,1277810871126,120746859238,346046222543.0,201257135797.0,27172677118,7865727753950,16874812057207,24740539811157,33658743016242
GAS,2019-12-31,17860277166301,3865870830607,41600058731,631381614947.0,1619434701278.0,4023666720769,2796497022126,49684472763099,52480969785225,62254322822238
GEX,2019-12-31,4441871714011,366466336015,165652207172,185157384046.0,281251579597.0,2587862866526,8571027376492,8681831130282,17252858506774,21258484419420
GMD,2019-12-31,658445613839,129785309227,37037567512,95993708219.0,240500369726.0,-230113820222,2077989289415,6558334342632,8636323632047,10130977296919
HAG,2019-12-31,871484708000,-224991048000,287647055000,226857782000.0,2062711289000.0,2514072701000,14698066274000,17021592684000,31719658958000,38598852965000
HDC,2019-12-31,358721834447,110889522405,7140205687,1829501604.0,-7444581818.0,1077552301113,912272384032,1128505249606,2040777633638,2498802766064
HDG,2019-12-31,1260631170936,365647444891,64280835206,30043484658.0,531462513065.0,1187762201456,5820579695817,3185241463758,9005821159575,13396702865171
HGM,2019-12-31,24644085672,-1614331719,0,2771900515.0,225003030.0,21673095736,0,151487431967,151487431967,178436051485
HHS,2019-12-31,258639490612,105594744892,0,2442930834.0,0.0,414877696962,0,3441916520085,3441916520085,3627724150961
HHV,2019-12-31,332188777448,160640118482,244581135107,52076677774.0,1001227790319.0,-753127861062,20304695093734,7201385712515,27506080806249,29644369864855
HNG,2019-12-31,543136479000,-451350944000,123509932000,214839596000.0,237318547000.0,716284982000,9204597880000,9886228021000,19090825901000,23251683878000
HPG,2019-12-31,18289697485177,2555223303040,270226645026,803343483855.0,5314840745009.0,14372300472148,36679752690107,47787787089307,84467539779414,101790659386899
HSG,2019-12-31,6597973836456,377814745364,157976183288,310469104595.0,87927347859.0,4891375121896,9379038443467,5642904327641,15021942771108,16725095518485
HT1,2019-12-31,2276803840340,323573606445,57290060357,173796815964.0,-57687178871.0,-484370691600,3182163109132,5361412160954,8543575270086,10265135184527
HUT,2019-12-31,261860745668,89749959090,59787077735,57716506785.0,112488395275.0,509875388229,5600278317865,3214925552968,8815203870833,11018000170767
IJC,2019-12-31,200509599926,51167738364,10260282847,9889162023.0,318864758.0,2324804161611,514633996638,1832352832677,2346986829315,7534790143697
IMP,2019-12-31,517338644014,66646884192,1599408685,13209558685.0,38292805636.0,474657234691,37579456821,1558889267019,1596468723840,1847174315262
KBC,2019-12-31,793608723722,570495320756,49466377482,17298663587.0,4195723900.0,11185708668224,1925933224018,10436540593865,12362473817883,16526858735510
KDC,2019-12-31,2153757089966,88513183399,32595494499,69478608730.0,5483374260.0,2791940688900,1896909264861,8148306724524,10045215989385,11902607510794
KDH,2019-12-31,963959335000,523170933000,0,2825248000.0,15502869000.0,6916336163000,782491443000,7664436101000,8446927544000,13156508350000
LGC,2019-12-31,254519787341,135612302859,37850249962,68076631407.0,160447756557.0,-628233674290,5729358315819,3934235320113,9663593635932,11275046639308
MSN,2019-12-31,11316815000000,2490020000000,468817000000,682257000000.0,1073089000000.0,4524904000000,30016027000000,51888407000000,81904434000000,97297251000000
MSR,2019-12-31,1231693802000,255990818000,361040828000,291137139000.0,332890154000.0,3514536796000,12726937398000,12469822266000,25196759664000,29774719881000
MWG,2019-12-31,25605864359599,1335907650811,156338194060,435265892789.0,1308899456795.0,13348309028097,14153152286849,12143592194353,26296744481202,41708095544883
NKG,2019-12-31,3306443947211,141531450891,134259263610,112342731556.0,3193381138.0,1703624855683,3092201039863,3016814179519,6109015219382,7802481843767
NLG,2019-12-31,1506681791923,721945599159,1153734000,1735679578.0,190701130086.0,2978330946709,869522486487,6199443953895,7068966440382,10787654796029
NT2,2019-12-31,1910593638143,241569004350,19350402498,173208470449.0,589206855.0,179622446997,1842112412560,4132050804519,5974163217079,7564401528418
NTP,2019-12-31,1383126191050,125325376469,0,36967803154.0,9363063635.0,1564667576441,1493401963090,2567419253570,4060821216660,4546866101750
PAN,2019-12-31,2537823371555,224625709084,48002676077,70314529328.0,292685390090.0,1091438308269,3095362445874,6169118374749,9264480820623,10812603335526
PDN,2019-12-31,212854095518,41486552076,4920637864,0.0,17624494382.0,-65016616045,198247616569,561748188349,759995804918,934896223327
PDR,2019-12-31,1043591420589,593384042034,0,4140547893.0,721875565879.0,7238100980893,2175873377381,4367252963924,6543126341305,13987520194753
PET,2019-12-31,2347692533702,71866087385,15589249344,15162590602.0,-21946977483.0,1101925852460,1526873523598,1670431352136,3197304875734,5092926633145
PGS,2019-12-31,1703617789712,21360282891,2829022525,28533816057.0,5728891956.0,10837669855,262371052295,981562435718,1243933488013,2147052253264
PHR,2019-12-31,349312257167,-126725146527,23171662896,24000319354.0,-53156474242.0,-443935969366,518418249800,2641748588916,3160166838716,5904572830635
PNJ,2019-12-31,5323501016055,522343509630,41002191152,16982898344.0,40268748713.0,5827799685166,2614602622222,4574035290683,7188637912905,8600311970474
PPC,2019-12-31,2387129725463,592508042728,1927640680,9612212079.0,-0.0,1750000832439,126553650808,5971549680166,6098103330974,7255635234567
PTB,2019-12-31,1676316918549,199224569771,28927180647,53728091299.0,99086318762.0,1587422278769,1790442599715,1846603536569,3637046136284,4330835643807
PVD,2019-12-31,1497047161192,175043831856,36141882728,148511967674.0,9430445746.0,554002850320,3751004937760,14057028204000,17808033141760,20876807339520
PVS,2019-12-31,3695912543578,493358557870,12361908070,122118790832.0,298859805628.0,-1877297039227,1355547170485,12530929700767,13886476871252,25075058016760
PVT,2019-12-31,1999297843777,334401883205,42858891742,216737550417.0,434359739765.0,-405604154485,3433469810950,5681095983815,9114565794765,11004251657688
QCG,2019-12-31,180227935133,11450646966,3882192387,30146004495.0,-19355932666.0,2499077615236,489542700000,4297197331318,4786740031318,11427082102334
REE,2019-12-31,1455154468633,629125222959,107253479024,49585442720.0,57953595017.0,873766347866,5626810657998,11101377859126,16728188517124,19619441215731
SAM,2019-12-31,1303260043468,93581464876,7996149691,0.0,17902087209.0,552124495043,532136291873,2885084034398,3417220326271,5227905708934
SAS,2019-12-31,806125255040,72431464806,875308137,13550623275.0,36587878054.0,-50396360462,60737405056,1586676439217,1647413844273,2347385493413
SBT,2019-12-31,3332121249024,245133100066,171772431204,116834019041.0,-700441093300.0,6584218834962,7855636140380,7601668844867,15457304985247,17233289112999
SCR,2019-12-31,384102818461,50960341625,26612508688,12182236842.0,-22070423272.0,5172561672830,2258758614118,4747871426702,7006630040820,10884877414553
SHP,2019-12-31,201579768008,104209293575,17289656433,46570194800.0,202765038.0,70705809011,779359000000,1253352234318,2032711234318,2085171271717
SJS,2019-12-31,451538526713,109780139835,0,0.0,1932469699.0,845530013615,545990085052,2234390507866,2780380592918,6652850040908
STG,2019-12-31,514291573308,20456329004,1654555289,25098572744.0,29559441284.0,42391115896,102800702759,1700286880730,1803087583489,2274334367602
SWC,2019-12-31,102148994618,8707145651,1462084315,8476313526.0,23188133613.0,-9594636234,87442345441,941913840921,1029356186362,1147629699991
TBD,2019-12-31,743434585274,78514603604,15091330192,0.0,5676912944.0,572930147732,393168570644,522795495916,915964066560,1337583424993
TCM,2019-12-31,866808969161,91584583949,10266517508,29451904839.0,7635647602.0,575444859798,856196825221,1425267083526,2281463908747,2922804725415
TLG,2019-12-31,963098009442,122556884153,2890357826,19846688865.0,-64375356312.0,814498616810,220959631513,1806986871646,2027946503159,2416903927975
TMP,2019-12-31,237728850082,166122293185,3482410862,11293467133.0,-0.0,135970734282,140724656776,1487760197482,1628484854258,1759051772864
TMS,2019-12-31,593693530933,59602199119,-11471902750,65048902350.0,132391060915.0,-71714103150,740942368986,1882772163215,2623714532201,3201129768908
TRA,2019-12-31,541918567928,85310419772,3868576620,19974025340.0,31151231864.0,267040045478,144423529160,1118069757882,1262493287042,1571511988088
TVN,2019-12-31,5675929972572,126049897326,67441376088,93318862882.0,2918603164.0,3019977746593,2927754131223,8992757929385,11920512060608,14413417026059
VC3,2019-12-31,88558268320,27193049792,1463667082,1321947382.0,-0.0,254788541931,146224795954,434490424426,580715220380,1034945332465
VCF,2019-12-31,1089570988522,291419436531,4513675361,19810341896.0,-482535029.0,999890882177,345406640836,1442070973138,1787477613974,2225328837254
VCG,2019-12-31,3718325841838,480652933305,171518661556,25054442853.0,114509983569.0,4607367498733,4800165519259,7762399870412,12562565389671,18137030512913
VCS,2019-12-31,1570521314579,476880671617,22335193008,28867128801.0,9265517453.0,3521777541207,1670248974508,3448685994513,5118934969021,5583756729829
VEF,2019-12-31,33151575199,10131156952,0,24060274.0,29039224939.0,978943310080,0,1854395002207,1854395002207,1862385447841
VGC,2019-12-31,2790562869380,243762606378,42733765031,142578921561.0,924153701949.0,-236174245619,2163358196391,7055372394385,9218730590776,20343856781828
VHC,2019-12-31,2227903552907,235131621428,12496474921,43595700410.0,202575522476.0,2184857206435,866025048602,4878562795227,5744587843829,6612964785929
VIC,2019-12-31,47173400000000,8342908000000,2087958000000,3120229000000.0,16569280000000.0,20014059000000,117525049000000,120600588000000,238125637000000,408572671000000
VNM,2019-12-31,14537965108709,2685177254916,35838396433,502928809106.0,370792342390.0,529235835967,5474454243084,29731255204364,35205709447448,44699873386034
VSC,2019-12-31,447962921738,111539043787,552164588,58837437815.0,45007533057.0,88298079451,76005458184,2070078151985,2146083610169,2393244920951
VSH,2019-12-31,117682791819,57806435321,306826936,21071392850.0,1030208750346.0,-154869948919,5371212271618,3143738177434,8514950449052,9003512658789
AAA,2020-03-31,1629083545595,124434690560,50524146818,67127434887.0,13890394055.0,2786564621537,3754637826729,3240944871944,6995582698673,7768231726599
ANV,2020-03-31,826196299324,65514789085,13754138276,0.0,40930350697.0,1945845826694,1392760335375,2429419276607,3822179611982,4171357845253
ASM,2020-03-31,3244793570489,277068339694,120375843012,71701408538.0,154379369575.0,5287740105649,7664657823752,6451346806939,14116004630691,15803336162799
BMP,2020-03-31,1037453655536,127999015998,9238216,51773222059.0,14711278971.0,504524472453,55360000000,2571652158368,2627012158368,2948951173543
CEO,2020-03-31,308563026344,53726098324,42229204644,34867392257.0,149735613314.0,837430178346,2485731824805,3648895684369,6134627509174,7962807360587
CHP,2020-03-31,111758867789,29006289274,34138112429,53482831159.0,141260231.0,-84312176656,1546833202413,1748956411246,3295789613659,3476426546841
CII,2020-03-31,1052170250881,562464619051,228400999259,153450665282.0,158496944830.0,3560140375640,15529678757590,8911794514018,24441473271608,31179668852472
CMG,2020-03-31,1101703481517,72487438050,19730368280,56133702789.0,124336914538.0,361564446427,1116752341959,2252402775744,3369155117703,4649385394471
CSV,2020-03-31,331349870813,63427859380,3899905255,11515787507.0,191341137.0,347652466535,148317181288,983354320741,1131671502029,1266180227368
CTD,2020-03-31,3622936815667,154885627968,0,27308640292.0,-5937822841.0,3413548416860,0,8592983015920,8592983015920,14868618941056
DBC,2020-03-31,2393863705673,457543518729,82934540865,111724872701.0,137575011201.0,2521784624865,4664997129379,3374674208730,8039671338109,9919635497982
DCL,2020-03-31,203666225741,18630492506,8812162969,7146875957.0,13219613683.0,362925974473,259737610141,911167956250,1170905566391,1676258185517
DCM,2020-03-31,1382267955257,115456455152,15382967372,328810387813.0,65245515425.0,160994591518,1826556486320,6184185564092,8010742050412,10194320312277
DDV,2020-03-31,404157478094,483064180,6704827403,41629330908.0,3093980172.0,279621827713,280021143325,1248686700507,1528707843832,1794951653033
DGC,2020-03-31,1544039053915,215101427887,4977245527,66314223375.0,27645336044.0,1089306694782,859740031329,3651110286327,4510850317656,4934196721193
DGW,2020-03-31,2325268600448,64245158547,10484684730,1191383078.0,77978558.0,1278372502069,510934243703,970047304960,1480981548663,1909611757776
DHC,2020-03-31,672416685972,122711543751,13023316989,0.0,4343091642.0,452994590144,627492102173,1153754500125,1781246602298,2082640121379
DHG,2020-03-31,895588632234,200118465896,3549731421,22120107903.0,31750921076.0,733018925289,182123988346,3529583801523,3711707789869,4194258964413
DHT,2020-03-31,526440572847,40211333412,0,0.0,8642657817.0,307082315990,173914864470,338295229251,512210093721,724344774493
DIG,2020-03-31,277174460909,18231929462,6073920345,0.0,721028407.0,4031816340509,1260982274034,3986245644532,5247227918566,8056869515158
DNP,2020-03-31,956275967027,72332905187,66004059785,50963744253.0,9708275574.0,963463783447,4658664656285,2071687445553,6730352101838,7927639203185
DPM,2020-03-31,1729548864007,156112786993,27334329906,137524604314.0,13214494822.0,242679429421,1216836071279,8267267621053,9484103692332,11438334426817
DPR,2020-03-31,123457872499,39878094799,4319823396,19221478416.0,2929320604.0,48191173952,290066108847,2308654440616,2598720549463,3632460091248
DVP,2020-03-31,110870360806,55211852815,0,17487924339.0,59552000.0,2646960801,0,1215141754213,1215141754213,1284488009403
DXG,2020-03-31,634541447284,171921079765,48379754511,12180174730.0,12364054556.0,10441952164751,5609528025584,9009950877742,14619478903326,21254655918523
ELC,2020-03-31,188859132974,5716202463,331276803,3255253505.0,849073969.0,518345759365,39408535006,827983735062,867392270068,1257994365162
FPT,2020-03-31,6828041693096,1241915776636,99625907809,361754904561.0,651712583541.0,2015172549268,9889716770747,17630689477471,27520406248218,34416668788926
GAS,2020-03-31,17475353967566,3001890269818,34245067519,618731285755.0,753701331232.0,4333553045050,2674111630159,51963120794749,54637232424908,65452636255786
GEX,2020-03-31,3549487140291,309414532775,171777683967,176257213080.0,188962258478.0,3382621785407,9694456714665,8634508735865,18328965450530,22505714189365
GMD,2020-03-31,621186424023,180793553464,39922958812,98933301885.0,51057929551.0,-109764097084,2090877514451,6683632362100,8774509876551,10290581994425
HAG,2020-03-31,1009167424000,188191278000,267384264000,294160860000.0,658873931000.0,886920116000,15085245726000,16413542163000,31498787889000,39365877071000
HDC,2020-03-31,152442259646,62690828473,8857961181,2122658984.0,293680490169.0,794909139785,906119049328,1196068511019,2102187560347,2567622453689
HDG,2020-03-31,1089375187967,372709378001,77591112022,54190637675.0,532293280284.0,215138528022,6059861400034,3428066562908,9487927962942,14232301723863
HGM,2020-03-31,19779505122,2026851832,616438,2009416472.0,29000000.0,27149245741,0,153209194326,153209194326,175740176293
HHS,2020-03-31,195734842863,73672295616,0,2746803299.0,-0.0,427528764184,77207727,3499933765342,3500010973069,3684036261731
HHV,2020-03-31,308778090278,109964329829,135464388049,28190917841.0,187553488781.0,-1011952641792,20145982001313,7366206639699,27512188641012,30330659587653
HNG,2020-03-31,684183761000,83194997000,80255349000,234874036000.0,791163306000.0,-204293440000,9690068826000,9485898351000,19175967177000,24132925224000
HPG,2020-03-31,19494943149593,3138174094308,481082874292,1091959044244.0,3431639478268.0,17839773936634,41343738099969,50063408905154,91407147005123,107108967116223
HSG,2020-03-31,5810734628574,381640619942,151674135447,305915305016.0,32220333653.0,4719789630882,8586504394202,5840002283773,14426506677975,16982515814542
HT1,2020-03-31,1739038117345,196106054346,56836930290,170436606962.0,39428265244.0,139295953104,3057885696975,5452169242125,8510054939100,9751978441412
HUT,2020-03-31,222576281917,74651525538,58331996858,53720203706.0,25578673430.0,478687682058,5567174161774,3211890413152,8779064574926,11025701928196
IJC,2020-03-31,1340242777429,151284149752,7784059241,9923783648.0,1232962411.0,1407475658195,528530290849,1948166677186,2476696968035,6599614052017
IMP,2020-03-31,304306362230,52363288763,970525650,13213106840.0,17167785587.0,534747273845,60250436664,1600003477509,1660253914173,1817055220512
KBC,2020-03-31,572881372870,176475112760,41972525399,20573325546.0,12340779800.0,8337319941002,2101273197528,10475333088135,12576606285663,18391606200674
KDC,2020-03-31,1745709694067,94169536957,30993926981,69663565241.0,17709578090.0,3116293579769,2039371155834,8203472519042,10242843674876,11699397602355
KDH,2020-03-31,709173301000,204747087000,0,2573025000.0,2631324000.0,6788983323000,955235333000,7818541905000,8773777238000,13595862448000
LGC,2020-03-31,260989500455,163640519313,58711168159,68243340216.0,88639975010.0,-544582773133,5930968811497,3973098119911,9904066931408,11454369372610
MSN,2020-03-31,17798158000000,618205000000,678460000000,1062519000000.0,950527000000.0,15292397000000,39276883000000,51566408000000,90843291000000,105075751000000
MSR,2020-03-31,1105632236000,94268484000,281796296000,303550840000.0,960465880000.0,3848368884000,12698019952000,12278624659000,24976644611000,28191082989000
MWG,2020-03-31,29486921546806,1722289466091,178228120389,470792420000.0,667750415827.0,11175233690112,11617911109824,13378770934313,24996682044137,36869932776601
NKG,2020-03-31,2459753771380,104442819462,57172519731,112482980533.0,2542649967.0,2739531944347,3598019269762,3058306165819,6656325435581,7958491890339
NLG,2020-03-31,443074773704,143207084699,3089672208,5114743960.0,2826629309.0,3427041797362,892517008834,6306605550069,7199122558903,10930685784659
NT2,2020-03-31,1728319367368,201829526549,12776183560,173174031242.0,-0.0,994708249819,1849538507432,4306103471604,6155641979036,7575325917889
NTP,2020-03-31,967105547568,110822579160,25968194400,36775120837.0,9978107622.0,1441165499066,1322880841531,2544896913471,3867777755002,4222621894616
PAN,2020-03-31,1357334689226,92300641644,58553250519,86083218017.0,43087978861.0,1402595659415,4515975427952,6163420585346,10679396013298,11924013920782
PDN,2020-03-31,170293721249,38701859058,4033558139,0.0,10179585924.0,-16398457056,207952067098,565184285634,773136352732,913112513989
PDR,2020-03-31,629892005185,197925219782,0,-2994284059.0,83514564704.0,8235700246440,2153234317956,4133527652641,6286761970597,13445336179195
PET,2020-03-31,2858710695769,65768139206,19777051150,16423238404.0,1157099546.0,1704849839285,1820993439308,1674632648442,3495626087750,5654370413428
PGS,2020-03-31,1305260903634,-20436411776,3167901420,61308414673.0,37942172123.0,70270264931,256000000000,958069515888,1214069515888,1983257887117
PHR,2020-03-31,420258010512,262031226894,6823140795,25973285116.0,7781548307.0,-41903739892,521490476981,2773483110643,3294973587624,5595427293464
PNJ,2020-03-31,5005322292339,552079875442,40379080111,17376022917.0,31023850160.0,5810565650225,2415242316831,4985527981130,7400770297961,8389422414713
PPC,2020-03-31,2254261181184,170498582316,1244019708,9173891980.0,-0.0,2228646019633,0,6072897996134,6072897996134,6874122735605
PTB,2020-03-31,1225445852448,107645431662,30654560141,49947119021.0,106092726534.0,1611915407994,1796523662659,1905678382287,3702202044946,4367354275441
PVD,2020-03-31,1704075519200,58856358400,33143891200,161556772800.0,2003691200.0,875805872500,3782282958500,14184028809000,17966311767500,21337769230000
PVS,2020-03-31,3383290906166,191171261715,14418423648,136134898850.0,81893119780.0,-127946237201,1347116140529,12961675382541,14308791523070,25428382917273
PVT,2020-03-31,1600380462308,169768599538,49706615788,211028600089.0,6667155504.0,-393116591397,3306401285327,5817387885913,9123789171240,11214438903903
QCG,2020-03-31,119428858101,43224534051,11854988101,13135630979.0,4821104911.0,2376525303355,495773000000,4254459746054,4750232746054,11407319170382
REE,2020-03-31,1249053531287,421876796539,105417083323,79314826311.0,74312431858.0,619086205587,5661849423406,10779905721557,16441755144963,19597708995365
SAM,2020-03-31,498188474530,11112659561,6314483726,0.0,20171020248.0,347807928388,540375215263,2886416205018,3426791420281,5358762616974
SAS,2020-03-31,543142485510,17998677440,583614415,12120570308.0,18675097773.0,137487738070,102335940231,1602516420924,1704852361155,2265464488854
SBT,2020-03-31,3048077158443,252452383750,140922218940,113578624716.0,261347493111.0,7463510241652,8430325831045,7783594212444,16213920043489,18399892058190
SCR,2020-03-31,196176919867,72529849626,25889959014,11126070590.0,105164000.0,5285477193696,2283313301754,4785182064136,7068495365890,10925269135772
SHP,2020-03-31,82553496459,10552619953,16147132124,45349457087.0,45500000.0,35317020891,729820000000,1247757722147,1977577722147,2009142767694
SJS,2020-03-31,40741284363,8519028356,0,0.0,-0.0,800107402294,590565568264,2241247516895,2831813085159,6793885023041
STG,2020-03-31,420017267694,10628940113,1244147083,23143573660.0,66346194330.0,120750937730,142333351309,1701918055147,1844251406456,2277217628561
SWC,2020-03-31,111316625569,28807395578,1127486187,9595805181.0,70325033099.0,2198475247,106712918966,964130044167,1070842963133,1188206248076
TBD,2020-03-31,319886715639,31224088317,7822040873,0.0,202140000.0,703542879805,447953128456,538986064726,986939193182,1352098679453
TCM,2020-03-31,798788422138,51522557397,9385229722,29631276014.0,4567085882.0,725624307481,986662273727,1428801496800,2415463770527,2875426481337
TLG,2020-03-31,480180470269,-19558782412,3906080747,20219937728.0,25652314163.0,983697526438,269413462252,1729586339383,1998999801635,2264275581413
TMP,2020-03-31,92692707884,46640898309,3231938372,11670807094.0,4684971189.0,201221571643,136459987800,1535440179098,1671900166898,1731627787815
TMS,2020-03-31,532628307712,78938552038,13572908563,20980430374.0,6780522044.0,79259017813,875053227387,1997378545155,2872431772542,3329337604280
TRA,2020-03-31,396872491142,57153928960,3455833287,19696525460.0,3925578700.0,439428824196,135190029160,1118540214026,1253730243186,1465341368135
TVN,2020-03-31,7340336450032,137828110976,85956894383,135614708227.0,39623403648.0,2904220294677,7692952648399,9586741777713,17279694426112,23525581522351
VC3,2020-03-31,12866933383,1154891634,463617090,1091073074.0,-23281700243.0,611600401005,126536523899,696618135648,823154659547,1232718305539
VCF,2020-03-31,491407887473,134094468010,4084250901,17400312362.0,2391764816.0,373115493881,283940191373,1545036131434,1828976322807,2098214113667
VCG,2020-03-31,1700959201464,194499948859,87556387912,62417849706.0,238210746036.0,4483297466650,4059375101007,7671598309151,11730973410158,17516697595923
VCS,2020-03-31,1376831941110,373659631405,20058818768,28918380537.0,12615853897.0,3773929615328,1849699154507,3413038868168,5262738022675,5560092964016
VEF,2020-03-31,23000855877,15685473190,0,24060274.0,4745179339.0,995790824060,0,1866943380758,1866943380758,1873047324065
VGC,2020-03-31,2399160590898,264399355431,44717536479,161188894183.0,508414880663.0,748647497161,2250151336564,7168151656574,9418302993138,20303341753872
VHC,2020-03-31,1692396866582,184235777793,12388340697,46218042995.0,173644978676.0,2209168568184,829467893702,5029417714201,5858885607903,6440338840209
VIC,2020-03-31,24497986000000,6046248000000,2617903000000,2529983000000.0,11022880000000.0,22036013000000,126146469000000,122112342000000,248258811000000,413612851000000
VNM,2020-03-31,14474651521171,3400320541299,42061538321,555460462969.0,359353457416.0,3546471768359,6269450425689,32246764035922,38516214461611,46073727018989
VSC,2020-03-31,410758123747,82337691879,1074608310,53624843954.0,14424320069.0,158919500125,31663712622,2141760599278,2173424311900,2400209273986
VSH,2020-03-31,36824974216,-740782743,322045544,18858398343.0,214943893097.0,-166578033481,5463201648446,3148025829147,8611227477593,9053840473505
AAA,2020-06-30,1852940015542,129591018832,53578102302,67430455401.0,62902002149.0,2633913876438,3684773529158,3241598335108,6926371864266,7786584839414
ANV,2020-06-30,902515208283,54406506477,16573468546,0.0,20102955894.0,1683752476096,1278288506283,2334425512673,3612714018956,3991245522482
ASM,2020-06-30,2952842708886,314056680549,132471267921,71514032485.0,343493677602.0,5003372545109,7714804122072,6607355662399,14322159784471,16159673169751
BMP,2020-06-30,1272068649293,195053472043,16328647,52650089371.0,2718427990.0,281892452787,55310000000,2440045597516,2495355597516,3006204047742
CEO,2020-06-30,151367453088,-70308273422,37274262170,34893899207.0,98883146388.0,752376845284,2569314382061,3536775487879,6106089869940,7843524934175
CHP,2020-06-30,116258810894,31505155831,35919463850,0.0,15257177923.0,-72050401008,1511826763603,1744542103227,3256368866830,3433880406995
CII,2020-06-30,927209540835,306439486688,214968152535,151432987068.0,55709167617.0,3564884855521,15384796603417,8424863249063,23809659852480,30637016118316
CMG,2020-06-30,1082474438221,67251204081,16972481045,47191276280.0,82950927358.0,337819594811,1287204799154,2293632681310,3580837480464,4958110659521
CSV,2020-06-30,345203793039,69759482507,3310428801,11307790402.0,33835717846.0,275952980208,132930388139,1012309586031,1145239974170,1307844279145
CTD,2020-06-30,4046647796590,199130039483,0,27026420343.0,-522157927.0,3438982675907,0,8421202801181,8421202801181,14997088049517
DBC,2020-06-30,2230737403196,520270871744,91829080502,113102106185.0,125281728830.0,2593501007963,4518558474202,3713887692839,8232446167041,10088991412570
DCL,2020-06-30,165484104213,32905318149,8971352089,7068798032.0,70783531901.0,431665300372,313173564860,928162507484,1241336072344,1761405879403
DCM,2020-06-30,1961774556185,298543596164,15238696296,327895768671.0,57482857290.0,371117825567,1594697625273,6432600698372,8027298323645,9451934185616
DDV,2020-06-30,266723794469,-21587037006,5772940581,41637366483.0,-2472310514.0,409374512193,390315752908,1221326722920,1611642475828,1790908155515
DGC,2020-06-30,1612914867719,288317493077,4861014457,66704585093.0,99158872883.0,1002890082678,1141862419541,3824094673690,4965957093231,5499551825931
DGW,2020-06-30,2609897025478,71343396138,7787194598,1645849264.0,4058046800.0,1173704682152,529061496630,1029968977902,1559030474532,2224464426088
DHC,2020-06-30,655331413535,76589407516,9991235714,0.0,7858427623.0,411879453282,500234241293,1171906112685,1672140353978,2146641028259
DHG,2020-06-30,859166866101,207667992184,2462340000,22455385538.0,4516760071.0,758146856465,447974180961,3192211655953,3640185836914,4297131879000
DHT,2020-06-30,401206861259,31394982746,5984485795,0.0,8110592967.0,329368180057,191092570859,308691278816,499783849675,764851444906
DIG,2020-06-30,649598147401,93112990897,9112514649,0.0,-1322214991.0,3441549442405,1257874780870,3966048244695,5223923025565,8101240461076
DNP,2020-06-30,688065389486,103031017458,79584863242,100846883266.0,237185393494.0,808425885945,4759421628530,2286490177408,7045911805938,8253417402613
DPM,2020-06-30,2225422005457,386020479849,21414909886,136966793768.0,23464336969.0,-76900168630,1168532931726,8291337816917,9459870748643,11827865320341
DPR,2020-06-30,218770917819,40193491773,4549980131,29533448976.0,58778807848.0,74806936010,274958276349,2262688276674,2537646553023,3513538537359
DVP,2020-06-30,150002392803,111951447218,0,16597373254.0,3782500000.0,-125817902998,0,1185076964470,1185076964470,1390572771289
DXG,2020-06-30,530925422218,-329007703561,92121585027,12122234104.0,17866332604.0,9810698698242,5844590928566,8648933846901,14493524775467,20478656782509
ELC,2020-06-30,165288561921,16694290691,3417536472,2718663542.0,-538393969.0,508229383314,45136729370,836386457561,881523186931,1214763489086
FPT,2020-06-30,7210632614543,1386859405425,101366297422,368909141743.0,682135504029.0,551159230880,10375163605398,17903725993024,28278889598422,35912808663756
GAS,2020-06-30,16009420703769,2304647105383,26386611740,627207751035.0,1046056348315.0,2923577461772,2210663597244,53527683397120,55738346994364,67147956383291
GEX,2020-06-30,4154746079846,584761092415,192919321943,182647522737.0,971385828125.0,5419496692767,10105405974355,7636772918199,17742178892554,21278691131069
GMD,2020-06-30,677116373102,178809673725,37613014699,103546074695.0,61877501231.0,144668677186,2028050698710,6727004183164,8755054881874,10075453372885
HAG,2020-06-30,860081157000,169859325000,222778382000,155979327000.0,1021071297000.0,3505357553000,17874450776000,15973666923000,33848117699000,40274790669000
HDC,2020-06-30,209434180583,53686081905,8251506398,3529343768.0,5448162343.0,775425704158,860084281033,1209363272240,2069447553273,2681064791220
HDG,2020-06-30,1936830436061,771621567669,103186768291,53459254543.0,392140724950.0,309418421546,6064906139487,3753191471437,9818097610924,13638912057312
